module(equipment),timestamp,localtime,operation,voltageR,voltageS,voltageT,voltageRS,voltageST,voltageTR,currentR,currentS,currentT,activePower,powerFactorR,powerFactorS,powerFactorT,reactivePowerLagging,accumActiveEnergy,suspicious_reason,accum_diff
1(PM-3),2025-03-09 10:10:00,2025-03-09 02:10:00,1,213.25,214.81,216.76,370.7,373.75,372.39,25.0,22.36,15.44,3595.23,85.5,87.43,93.76,932.66,9041263,accumActiveEnergy decreased,-3018.0
1(PM-3),2025-03-09 10:10:05,2025-03-09 02:10:05,1,215.64,219.26,215.5,376.62,376.5,373.36,26.68,27.43,10.31,3730.53,92.7,90.48,94.74,991.51,9041268,accumActiveEnergy decreased,-3017.0
1(PM-3),2025-03-09 10:10:10,2025-03-09 02:10:10,1,218.66,219.99,213.84,379.87,375.69,374.54,19.0,5.08,12.97,2145.71,91.62,89.85,88.84,282.62,9041271,accumActiveEnergy decreased,-3019.0
1(PM-3),2025-03-09 10:10:15,2025-03-09 02:10:15,1,217.74,211.04,213.1,371.32,367.3,373.11,12.94,28.37,17.97,3369.19,94.99,92.56,85.76,1001.51,9041276,accumActiveEnergy decreased,-3017.0
1(PM-3),2025-03-09 10:10:20,2025-03-09 02:10:20,1,213.89,219.38,213.67,375.21,375.02,370.27,16.09,29.57,29.28,4316.52,99.89,86.84,93.07,1071.56,9041282,accumActiveEnergy decreased,-3016.0
1(PM-3),2025-03-09 10:10:25,2025-03-09 02:10:25,1,218.28,213.06,210.55,373.54,366.85,371.37,21.51,13.43,27.1,3536.15,95.76,95.24,93.47,466.48,9041287,accumActiveEnergy decreased,-3015.0
1(PM-3),2025-03-09 10:10:30,2025-03-09 02:10:30,1,216.92,218.05,213.61,376.68,373.81,372.84,26.35,19.09,25.25,4073.12,85.66,88.2,98.06,891.26,9041293,accumActiveEnergy decreased,-3015.0
1(PM-3),2025-03-09 10:10:35,2025-03-09 02:10:35,1,218.03,214.51,210.43,374.58,368.0,371.05,21.99,18.92,7.82,2799.48,90.41,95.91,92.9,702.95,9041297,accumActiveEnergy decreased,-3015.0
1(PM-3),2025-03-09 10:10:40,2025-03-09 02:10:40,1,218.79,211.09,219.3,372.28,372.72,379.38,29.04,10.28,17.1,3272.82,89.46,95.65,86.96,704.52,9041301,accumActiveEnergy decreased,-3015.0
1(PM-3),2025-03-09 10:10:45,2025-03-09 02:10:45,1,213.64,215.56,219.04,371.69,376.36,374.7,28.82,21.71,11.67,3571.37,95.16,96.69,95.22,835.57,9041306,accumActiveEnergy decreased,-3014.0
1(PM-3),2025-03-09 10:10:50,2025-03-09 02:10:50,1,219.99,216.34,211.89,377.86,370.85,374.01,22.41,12.26,26.3,3508.41,92.79,95.55,89.88,414.21,9041311,accumActiveEnergy decreased,-3012.0
1(PM-3),2025-03-09 10:10:55,2025-03-09 02:10:55,1,219.0,210.01,214.7,371.52,367.8,375.58,14.81,12.27,13.02,2297.43,87.76,90.86,88.42,649.75,9041314,accumActiveEnergy decreased,-3015.0
1(PM-3),2025-03-09 10:11:00,2025-03-09 02:11:00,1,219.07,212.32,214.61,373.59,369.73,375.57,29.82,11.48,10.75,3007.59,99.27,86.89,97.83,589.13,9041318,accumActiveEnergy decreased,-3017.0
1(PM-3),2025-03-09 10:11:05,2025-03-09 02:11:05,1,217.55,214.6,214.42,374.24,371.53,374.08,28.34,24.66,21.46,4282.5,86.05,85.85,97.49,515.49,9041324,accumActiveEnergy decreased,-3015.0
1(PM-3),2025-03-09 10:11:10,2025-03-09 02:11:10,1,212.66,215.46,215.26,370.75,373.0,370.58,5.52,23.68,16.82,2639.2,97.09,91.85,94.32,565.61,9041328,accumActiveEnergy decreased,-3016.0
1(PM-3),2025-03-09 10:11:15,2025-03-09 02:11:15,1,216.05,211.3,215.29,370.09,369.43,373.54,8.79,26.11,13.63,2759.92,93.27,86.85,90.85,570.06,9041332,accumActiveEnergy decreased,-3016.0
1(PM-3),2025-03-09 10:11:20,2025-03-09 02:11:20,1,213.28,219.33,215.57,374.64,376.62,371.38,18.05,12.38,7.71,2193.79,98.81,98.98,98.5,376.22,9041335,accumActiveEnergy decreased,-3018.0
1(PM-3),2025-03-09 10:11:25,2025-03-09 02:11:25,1,213.99,219.97,214.79,375.81,376.5,371.33,16.55,12.85,25.79,3175.67,87.5,96.98,87.61,878.84,9041339,accumActiveEnergy decreased,-3018.0
1(PM-3),2025-03-09 10:11:30,2025-03-09 02:11:30,1,216.06,210.53,215.28,369.43,368.75,373.54,23.17,16.48,21.36,3486.49,99.9,87.6,91.15,1025.21,9041344,accumActiveEnergy decreased,-3014.0
1(PM-3),2025-03-09 10:11:35,2025-03-09 02:11:35,1,218.89,219.64,216.6,379.76,377.78,377.14,17.46,20.47,17.31,3218.14,85.38,89.46,96.34,640.59,9041349,accumActiveEnergy decreased,-3013.0
1(PM-3),2025-03-09 10:11:40,2025-03-09 02:11:40,1,215.59,211.0,213.43,369.43,367.56,371.54,29.38,10.7,29.06,3945.31,93.77,89.16,93.05,450.34,9041354,accumActiveEnergy decreased,-3012.0
1(PM-3),2025-03-09 10:11:45,2025-03-09 02:11:45,1,213.13,211.32,217.42,367.57,371.29,372.86,18.05,25.96,26.99,4053.63,93.97,87.67,85.83,511.44,9041360,accumActiveEnergy decreased,-3009.0
1(PM-3),2025-03-09 10:11:50,2025-03-09 02:11:50,1,211.6,215.37,217.13,369.75,374.55,371.28,8.52,25.16,8.49,2417.19,93.34,89.24,88.68,484.74,9041363,accumActiveEnergy decreased,-3010.0
1(PM-3),2025-03-09 10:11:55,2025-03-09 02:11:55,1,213.69,217.1,213.51,373.06,372.91,369.95,9.54,27.56,17.11,3113.23,91.56,94.9,91.16,730.82,9041367,accumActiveEnergy decreased,-3010.0
1(PM-3),2025-03-09 10:12:00,2025-03-09 02:12:00,1,217.83,217.68,219.21,377.15,378.34,378.48,16.95,28.45,16.05,3574.53,96.92,96.5,87.46,600.36,9041372,accumActiveEnergy decreased,-3009.0
1(PM-3),2025-03-09 10:12:05,2025-03-09 02:12:05,1,218.44,218.62,217.53,378.5,377.71,377.55,22.26,8.67,19.93,2957.98,94.97,99.93,92.02,493.18,9041376,accumActiveEnergy decreased,-3009.0
1(PM-3),2025-03-09 10:12:10,2025-03-09 02:12:10,1,219.68,212.76,213.88,374.49,369.47,375.46,15.46,23.46,11.58,2897.04,89.03,89.29,97.32,732.29,9041380,accumActiveEnergy decreased,-3009.0
1(PM-3),2025-03-09 10:12:15,2025-03-09 02:12:15,1,210.85,217.69,219.71,371.11,378.79,372.86,26.79,27.8,10.12,3713.16,92.45,96.78,90.65,745.86,9041386,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:12:20,2025-03-09 02:12:20,1,211.68,215.31,214.93,369.77,372.59,369.45,10.26,24.3,21.56,3210.12,99.72,97.32,92.74,823.86,9041390,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:12:25,2025-03-09 02:12:25,1,216.02,211.2,219.97,369.98,373.39,377.56,18.87,21.29,27.1,3875.47,94.5,87.11,90.62,447.52,9041395,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:12:30,2025-03-09 02:12:30,1,214.64,214.0,217.93,371.2,374.05,374.6,21.28,27.81,10.72,3427.63,88.79,97.7,90.04,746.94,9041400,accumActiveEnergy decreased,-3003.0
1(PM-3),2025-03-09 10:12:35,2025-03-09 02:12:35,1,217.13,211.91,210.07,371.55,365.43,369.95,15.75,14.87,8.02,2201.89,90.29,89.33,99.04,221.08,9041403,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:12:40,2025-03-09 02:12:40,1,217.0,211.14,218.9,370.77,372.41,377.49,10.08,29.89,5.86,2608.2,95.41,94.88,87.11,641.57,9041407,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:12:45,2025-03-09 02:12:45,1,212.89,211.11,219.91,367.19,373.26,374.81,7.82,21.14,18.47,2717.33,99.65,85.35,93.72,491.58,9041411,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:12:50,2025-03-09 02:12:50,1,210.73,211.53,219.12,365.68,372.95,372.25,7.01,5.53,26.35,2245.08,91.18,85.1,89.59,591.87,9041414,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:12:55,2025-03-09 02:12:55,1,215.56,215.75,211.35,373.52,369.88,369.71,14.4,28.63,22.16,3723.78,99.81,92.02,88.47,412.98,9041419,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:13:00,2025-03-09 02:13:00,1,218.58,212.96,217.79,373.71,373.03,377.89,22.45,17.99,29.58,4048.16,92.14,89.78,93.01,847.5,9041425,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:13:05,2025-03-09 02:13:05,1,219.63,214.84,216.01,376.25,373.12,377.26,8.18,11.98,22.96,2488.14,99.57,95.1,99.65,670.76,9041428,accumActiveEnergy decreased,-3005.0
1(PM-3),2025-03-09 10:13:10,2025-03-09 02:13:10,1,211.6,211.19,219.91,366.13,373.33,373.68,6.11,20.83,6.81,1916.75,86.35,99.41,96.41,216.83,9041431,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:13:15,2025-03-09 02:13:15,1,212.92,216.38,211.9,371.77,370.89,367.89,5.8,10.64,6.41,1305.67,85.65,95.75,88.11,151.47,9041432,accumActiveEnergy decreased,-3011.0
1(PM-3),2025-03-09 10:13:20,2025-03-09 02:13:20,1,219.99,218.43,213.91,379.67,374.41,375.76,29.85,20.35,6.75,3321.55,92.16,89.94,89.37,723.18,9041437,accumActiveEnergy decreased,-3009.0
1(PM-3),2025-03-09 10:13:25,2025-03-09 02:13:25,1,214.11,213.42,215.36,370.25,371.33,371.92,10.25,13.67,10.57,1970.6,95.94,91.65,92.38,218.97,9041440,accumActiveEnergy decreased,-3010.0
1(PM-3),2025-03-09 10:13:30,2025-03-09 02:13:30,1,210.76,216.74,215.64,370.21,374.44,369.26,22.03,29.67,13.07,3704.14,96.12,91.28,86.0,396.92,9041445,accumActiveEnergy decreased,-3008.0
1(PM-3),2025-03-09 10:13:35,2025-03-09 02:13:35,1,213.23,218.49,215.42,373.87,375.77,371.22,17.18,21.4,26.0,3716.96,87.41,87.75,89.77,698.99,9041450,accumActiveEnergy decreased,-3007.0
1(PM-3),2025-03-09 10:13:40,2025-03-09 02:13:40,1,219.62,214.35,219.91,375.81,376.06,380.63,9.57,23.79,21.2,3163.48,89.68,89.68,87.73,737.97,9041455,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:13:45,2025-03-09 02:13:45,1,213.43,210.68,214.22,367.28,367.96,370.34,18.32,11.36,16.93,2647.86,89.28,91.53,87.52,535.57,9041458,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:13:50,2025-03-09 02:13:50,1,211.26,212.07,211.04,366.6,366.41,365.71,20.98,6.73,17.5,2547.46,89.1,93.6,99.16,537.48,9041462,accumActiveEnergy decreased,-3008.0
1(PM-3),2025-03-09 10:13:55,2025-03-09 02:13:55,1,217.46,218.3,215.5,377.37,375.67,374.94,6.16,13.84,16.2,2094.26,93.96,95.74,91.11,474.99,9041465,accumActiveEnergy decreased,-3009.0
1(PM-3),2025-03-09 10:14:00,2025-03-09 02:14:00,1,219.63,218.31,216.64,379.25,376.66,377.81,5.37,29.69,14.06,2855.51,93.19,89.65,87.97,374.89,9041469,accumActiveEnergy decreased,-3010.0
1(PM-3),2025-03-09 10:14:05,2025-03-09 02:14:05,1,216.67,219.1,219.43,377.37,379.76,377.65,8.55,15.74,15.5,2320.74,88.46,98.66,88.11,664.21,9041472,accumActiveEnergy decreased,-3010.0
1(PM-3),2025-03-09 10:14:10,2025-03-09 02:14:10,1,213.19,219.87,210.05,375.03,372.31,366.53,11.69,10.21,17.92,2266.99,86.64,89.51,96.27,574.45,9041475,accumActiveEnergy decreased,-3012.0
1(PM-3),2025-03-09 10:14:15,2025-03-09 02:14:15,1,219.19,213.78,214.22,374.95,370.65,375.33,25.78,21.84,18.44,3805.35,92.0,91.77,95.68,580.06,9041480,accumActiveEnergy decreased,-3011.0
1(PM-3),2025-03-09 10:14:20,2025-03-09 02:14:20,1,219.02,211.87,217.26,373.14,371.62,377.82,6.29,17.51,24.87,2797.19,85.23,97.63,97.11,608.37,9041484,accumActiveEnergy decreased,-3010.0
1(PM-3),2025-03-09 10:14:25,2025-03-09 02:14:25,1,213.56,213.86,214.67,370.14,371.1,370.84,5.47,9.77,10.43,1466.27,94.38,85.19,89.92,209.37,9041486,accumActiveEnergy decreased,-3013.0
1(PM-3),2025-03-09 10:14:30,2025-03-09 02:14:30,1,215.39,213.72,217.15,371.61,373.14,374.58,14.1,19.22,13.64,2695.3,99.33,89.05,90.1,728.23,9041490,accumActiveEnergy decreased,-3014.0
1(PM-3),2025-03-09 10:14:35,2025-03-09 02:14:35,1,219.28,216.25,216.14,377.17,374.46,377.08,18.53,15.15,16.82,2926.27,86.66,97.66,87.41,567.37,9041494,accumActiveEnergy decreased,-3013.0
1(PM-3),2025-03-09 10:14:40,2025-03-09 02:14:40,1,219.38,210.93,210.83,372.65,365.25,372.57,20.51,19.72,14.04,3098.82,85.79,88.32,99.41,825.58,9041498,accumActiveEnergy decreased,-3015.0
1(PM-3),2025-03-09 10:14:45,2025-03-09 02:14:45,1,219.75,217.21,217.05,378.41,376.07,378.27,18.41,12.11,6.66,2165.77,93.59,98.61,99.38,576.03,9041501,accumActiveEnergy decreased,-3015.0
1(PM-3),2025-03-09 10:14:50,2025-03-09 02:14:50,1,214.94,216.9,215.13,373.97,374.13,372.44,21.09,16.24,19.17,3248.25,91.74,99.78,87.61,415.75,9041506,accumActiveEnergy decreased,-3014.0
1(PM-3),2025-03-09 10:14:55,2025-03-09 02:14:55,1,216.4,210.66,212.89,369.84,366.8,371.77,17.62,13.58,9.57,2323.23,88.46,87.77,91.87,640.3,9041509,accumActiveEnergy decreased,-3013.0
1(PM-3),2025-03-09 10:15:00,2025-03-09 02:15:00,1,214.52,210.36,210.17,367.95,364.18,367.79,10.54,28.93,7.18,2628.14,85.13,97.04,91.27,394.41,9041513,accumActiveEnergy decreased,-3013.0
1(PM-3),2025-03-09 10:15:05,2025-03-09 02:15:05,1,211.0,211.22,214.76,365.64,368.9,368.7,27.75,7.35,21.17,3187.66,92.1,88.94,93.04,875.35,9041517,accumActiveEnergy decreased,-3011.0
1(PM-3),2025-03-09 10:15:10,2025-03-09 02:15:10,1,213.95,212.85,216.0,369.6,371.38,372.34,21.47,23.53,15.04,3426.67,87.69,99.12,93.65,668.69,9041522,accumActiveEnergy decreased,-3010.0
1(PM-3),2025-03-09 10:15:15,2025-03-09 02:15:15,1,218.65,211.84,216.51,372.8,370.95,376.85,6.35,11.67,26.06,2534.12,86.94,86.38,91.24,328.65,9041525,accumActiveEnergy decreased,-3010.0
1(PM-3),2025-03-09 10:15:20,2025-03-09 02:15:20,1,218.66,216.11,215.05,376.51,373.39,375.6,15.0,15.78,16.09,2706.37,90.8,99.32,93.44,776.01,9041529,accumActiveEnergy decreased,-3012.0
1(PM-3),2025-03-09 10:15:25,2025-03-09 02:15:25,1,219.95,216.39,218.73,377.87,376.81,379.89,27.87,26.93,29.25,4895.16,91.1,92.24,85.6,685.09,9041536,accumActiveEnergy decreased,-3007.0
1(PM-3),2025-03-09 10:15:30,2025-03-09 02:15:30,1,213.21,216.16,215.3,371.84,373.64,371.09,26.75,17.08,28.32,4131.21,96.84,92.3,90.19,1181.77,9041542,accumActiveEnergy decreased,-3005.0
1(PM-3),2025-03-09 10:15:35,2025-03-09 02:15:35,1,210.06,211.72,218.97,365.26,372.97,371.54,12.89,22.73,18.97,3113.01,86.37,91.63,95.53,903.9,9041546,accumActiveEnergy decreased,-3005.0
1(PM-3),2025-03-09 10:15:40,2025-03-09 02:15:40,1,210.44,212.3,215.89,366.09,370.81,369.21,9.87,14.3,25.94,2857.38,94.43,92.65,90.91,805.53,9041550,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:15:45,2025-03-09 02:15:45,1,217.95,219.11,210.03,378.49,371.63,370.63,6.94,12.78,21.09,2331.42,97.84,89.58,98.46,625.16,9041553,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:15:50,2025-03-09 02:15:50,1,218.5,218.81,213.62,378.71,374.49,374.22,27.27,15.38,24.71,3893.67,87.51,91.11,90.09,1049.5,9041559,accumActiveEnergy decreased,-3004.0
1(PM-3),2025-03-09 10:15:55,2025-03-09 02:15:55,1,219.93,212.6,215.18,374.57,370.47,376.81,24.7,10.79,16.39,3000.52,96.41,86.57,85.83,608.31,9041563,accumActiveEnergy decreased,-3004.0
1(PM-3),2025-03-09 10:16:00,2025-03-09 02:16:00,1,215.68,212.98,213.48,371.22,369.31,371.65,17.55,9.55,18.95,2630.51,96.92,99.03,90.1,376.27,9041566,accumActiveEnergy decreased,-3004.0
1(PM-3),2025-03-09 10:16:05,2025-03-09 02:16:05,1,216.47,218.61,217.93,376.78,378.04,376.19,9.41,24.97,6.23,2360.49,97.38,89.36,87.33,589.78,9041570,accumActiveEnergy decreased,-3005.0
1(PM-3),2025-03-09 10:16:10,2025-03-09 02:16:10,1,217.39,217.6,211.55,376.71,371.65,371.47,27.05,21.63,25.89,4283.54,90.45,88.02,97.73,1028.53,9041576,accumActiveEnergy decreased,-3003.0
1(PM-3),2025-03-09 10:16:15,2025-03-09 02:16:15,1,214.41,214.99,217.15,371.85,374.23,373.73,5.5,25.17,28.96,3434.8,92.71,98.09,97.54,374.56,9041580,accumActiveEnergy decreased,-3004.0
1(PM-3),2025-03-09 10:16:20,2025-03-09 02:16:20,1,217.87,217.31,215.7,376.87,374.99,375.48,15.18,21.01,9.65,2654.42,98.33,98.12,99.8,475.79,9041584,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:16:25,2025-03-09 02:16:25,1,217.22,211.07,216.19,370.9,370.01,375.34,26.47,9.35,17.17,3049.06,87.47,85.36,99.61,414.78,9041588,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:16:30,2025-03-09 02:16:30,1,218.76,213.7,217.01,374.51,372.99,377.38,23.9,9.53,7.95,2397.18,90.53,85.62,85.86,335.98,9041592,accumActiveEnergy decreased,-3006.0
1(PM-3),2025-03-09 10:16:35,2025-03-09 02:16:35,1,212.2,219.91,216.81,374.21,378.2,371.52,22.52,11.24,19.99,3089.75,98.91,96.68,99.68,390.03,9041596,accumActiveEnergy decreased,-3008.0
1(PM-3),2025-03-09 10:16:40,2025-03-09 02:16:40,1,211.17,212.69,218.17,367.06,373.13,371.82,18.52,27.72,13.6,3406.02,85.91,98.99,91.16,356.25,9041601,accumActiveEnergy decreased,-3009.0
1(PM-3),2025-03-09 10:16:45,2025-03-09 02:16:45,1,216.53,219.56,218.94,377.66,379.74,377.12,8.37,20.4,6.67,2067.3,87.28,86.47,92.9,565.47,9041604,accumActiveEnergy decreased,-3011.0
1(PM-3),2025-03-09 10:16:50,2025-03-09 02:16:50,1,210.88,218.64,212.16,371.97,373.07,366.35,17.67,18.23,26.15,3535.59,86.46,88.18,93.16,645.81,9041609,accumActiveEnergy decreased,-3012.0
1(PM-3),2025-03-09 10:16:55,2025-03-09 02:16:55,1,210.24,219.34,216.62,372.02,377.54,369.66,19.33,11.3,15.36,2631.82,86.5,94.93,97.29,300.5,9041612,accumActiveEnergy decreased,-3013.0
1(PM-3),2025-03-09 10:17:00,2025-03-09 02:17:00,1,219.4,216.61,217.92,377.59,376.3,378.72,9.54,10.65,12.36,1891.41,98.64,99.43,91.74,366.26,9041615,accumActiveEnergy decreased,-3014.0
1(PM-3),2025-03-09 10:17:05,2025-03-09 02:17:05,1,211.62,216.77,211.55,370.99,370.92,366.46,28.7,9.26,5.38,2458.01,97.72,89.46,89.57,291.32,9041618,accumActiveEnergy decreased,-3017.0
1(PM-3),2025-03-09 10:17:10,2025-03-09 02:17:10,1,211.81,211.21,218.61,366.34,372.22,372.74,10.98,20.51,22.96,3113.38,90.7,87.98,98.45,396.25,9041623,accumActiveEnergy decreased,-3016.0
1(PM-3),2025-03-09 10:17:15,2025-03-09 02:17:15,1,212.11,212.3,219.08,367.55,373.58,373.41,20.86,25.18,8.0,3073.11,89.98,90.15,99.77,841.02,9041627,accumActiveEnergy decreased,-3016.0
1(PM-3),2025-03-09 10:17:20,2025-03-09 02:17:20,1,219.62,218.96,213.09,379.81,374.16,374.73,14.37,5.33,12.28,1850.88,85.14,99.76,95.14,187.68,9041629,accumActiveEnergy decreased,-3018.0
1(PM-3),2025-03-09 10:17:25,2025-03-09 02:17:25,1,219.94,217.82,215.74,379.1,375.47,377.29,7.22,12.85,5.98,1514.59,88.35,87.25,95.26,349.71,9041632,accumActiveEnergy decreased,-3020.0
1(PM-3),2025-03-09 10:17:30,2025-03-09 02:17:30,1,210.89,214.96,211.0,368.79,368.88,365.36,7.02,18.95,16.04,2383.54,93.44,94.44,91.16,549.58,9041635,accumActiveEnergy decreased,-3021.0
1(PM-3),2025-03-09 10:17:35,2025-03-09 02:17:35,1,214.11,214.32,212.9,371.02,369.97,369.79,19.08,5.28,10.91,2011.13,94.46,88.39,92.43,280.62,9041638,accumActiveEnergy decreased,-3022.0
1(PM-3),2025-03-09 10:17:40,2025-03-09 02:17:40,1,215.7,216.9,212.21,374.63,371.61,370.57,22.14,11.72,7.66,2384.63,89.21,99.04,92.76,643.34,9041641,accumActiveEnergy decreased,-3022.0
1(PM-3),2025-03-09 10:17:45,2025-03-09 02:17:45,1,212.31,210.72,210.67,366.34,364.92,366.29,13.55,5.33,19.08,2138.46,88.92,92.17,90.39,425.55,9041644,accumActiveEnergy decreased,-3025.0
1(PM-3),2025-03-09 10:17:50,2025-03-09 02:17:50,1,219.85,216.2,219.14,377.61,377.0,380.16,18.05,9.61,19.71,2763.4,86.73,97.88,98.89,372.86,9041648,accumActiveEnergy decreased,-3025.0
1(PM-3),2025-03-09 10:17:55,2025-03-09 02:17:55,1,212.27,215.84,215.09,370.74,373.19,370.09,7.45,25.18,20.38,3040.45,92.96,95.6,86.24,675.52,9041652,accumActiveEnergy decreased,-3024.0
1(PM-3),2025-03-09 10:18:00,2025-03-09 02:18:00,1,214.79,211.19,211.22,368.9,365.81,368.92,24.52,6.41,26.77,3272.8,91.9,85.39,96.81,843.96,9041656,accumActiveEnergy decreased,-3024.0
1(PM-3),2025-03-09 10:18:05,2025-03-09 02:18:05,1,214.65,214.92,218.87,372.01,375.66,375.43,20.21,26.49,21.01,3901.56,91.01,98.11,91.71,871.13,9041662,accumActiveEnergy decreased,-3024.0
1(PM-3),2025-03-09 10:18:10,2025-03-09 02:18:10,1,218.19,216.74,216.1,376.64,374.84,376.09,22.98,6.48,11.95,2400.1,98.0,88.35,87.32,310.42,9041665,accumActiveEnergy decreased,-3025.0
1(PM-3),2025-03-09 10:18:15,2025-03-09 02:18:15,1,213.47,214.75,212.57,370.83,370.06,368.95,22.66,17.77,20.53,3471.48,99.46,98.72,90.48,448.42,9041670,accumActiveEnergy decreased,-3023.0
1(PM-3),2025-03-09 10:18:20,2025-03-09 02:18:20,1,210.95,217.34,212.09,370.9,371.89,366.36,17.98,22.25,20.96,3486.62,94.07,88.0,87.72,593.49,9041675,accumActiveEnergy decreased,-3023.0
1(PM-3),2025-03-09 10:18:25,2025-03-09 02:18:25,1,219.62,217.39,213.57,378.45,373.21,375.15,15.19,21.25,29.89,3824.33,86.88,95.45,90.22,1041.16,9041680,accumActiveEnergy decreased,-3021.0
1(PM-3),2025-03-09 10:18:30,2025-03-09 02:18:30,1,214.48,216.7,219.87,373.4,378.07,376.14,29.91,16.41,21.59,3925.15,93.79,95.25,88.44,664.61,9041686,accumActiveEnergy decreased,-3021.0
1(PM-3),2025-03-09 10:18:35,2025-03-09 02:18:35,1,217.57,211.95,215.95,371.96,370.56,375.43,5.05,16.85,25.93,2738.5,93.96,96.06,93.06,482.62,9041689,accumActiveEnergy decreased,-3023.0
1(PM-3),2025-03-09 10:18:40,2025-03-09 02:18:40,1,219.99,210.74,215.78,373.01,369.37,377.38,18.34,17.83,11.0,2710.54,97.81,96.69,96.07,508.52,9041693,accumActiveEnergy decreased,-3024.0
1(PM-3),2025-03-09 10:18:45,2025-03-09 02:18:45,1,210.83,218.89,214.31,372.13,375.15,368.17,19.59,15.37,17.26,2984.77,85.45,95.0,96.42,718.81,9041697,accumActiveEnergy decreased,-3023.0
1(PM-3),2025-03-09 10:18:50,2025-03-09 02:18:50,1,216.4,216.24,215.83,374.67,374.18,374.32,12.63,26.21,9.16,2767.81,97.19,96.62,85.07,314.84,9041701,accumActiveEnergy decreased,-3023.0
1(PM-3),2025-03-09 10:18:55,2025-03-09 02:18:55,1,210.45,216.91,216.33,370.1,375.19,369.59,15.43,9.23,22.23,2682.32,93.5,92.28,85.14,397.67,9041705,accumActiveEnergy decreased,-3024.0
1(PM-3),2025-03-09 10:19:00,2025-03-09 02:19:00,1,216.15,211.68,214.93,370.5,369.44,373.31,15.85,24.36,15.51,3177.47,91.21,87.88,90.93,818.34,9041709,accumActiveEnergy decreased,-3023.0
1(PM-3),2025-03-09 10:19:05,2025-03-09 02:19:05,1,213.19,210.45,212.72,366.87,366.46,368.83,6.08,15.39,7.84,1654.63,86.77,90.64,87.62,319.53,9041712,accumActiveEnergy decreased,-3025.0
1(PM-3),2025-03-09 10:19:10,2025-03-09 02:19:10,1,219.59,218.42,212.12,379.32,372.85,373.86,6.94,16.89,19.42,2488.25,99.92,98.76,95.99,454.43,9041715,accumActiveEnergy decreased,-3027.0
1(PM-3),2025-03-09 10:19:15,2025-03-09 02:19:15,1,215.02,218.2,214.45,375.17,374.67,371.92,14.37,8.61,9.52,1869.69,86.42,93.47,85.85,431.36,9041718,accumActiveEnergy decreased,-3029.0
1(PM-3),2025-03-09 10:19:20,2025-03-09 02:19:20,1,217.75,213.45,211.07,373.41,367.63,371.36,15.11,18.05,15.49,2776.99,87.27,89.66,87.36,791.37,9041722,accumActiveEnergy decreased,-3030.0
1(PM-3),2025-03-09 10:19:25,2025-03-09 02:19:25,1,211.09,213.58,217.14,367.77,373.01,370.85,20.33,20.56,8.35,2799.33,88.78,96.18,88.51,597.6,9041725,accumActiveEnergy decreased,-3030.0
1(PM-3),2025-03-09 10:19:30,2025-03-09 02:19:30,1,212.8,212.46,219.08,368.27,373.71,374.0,17.73,10.77,15.27,2508.25,91.46,86.92,99.08,713.19,9041729,accumActiveEnergy decreased,-3031.0
1(PM-3),2025-03-09 10:19:35,2025-03-09 02:19:35,1,210.68,219.4,218.65,372.44,379.35,371.8,11.97,12.02,6.61,1761.36,93.66,96.75,92.92,183.9,9041731,accumActiveEnergy decreased,-3033.0
1(PM-3),2025-03-09 10:19:40,2025-03-09 02:19:40,1,216.47,213.6,216.72,372.44,372.66,375.14,23.68,23.08,22.81,3999.87,98.78,94.15,87.59,453.45,9041737,accumActiveEnergy decreased,-3033.0
1(PM-3),2025-03-09 10:19:45,2025-03-09 02:19:45,1,218.78,214.23,217.65,374.99,374.0,377.95,20.18,20.11,29.8,4055.8,87.66,87.22,93.78,1022.21,9041743,accumActiveEnergy decreased,-3032.0
1(PM-3),2025-03-09 10:19:50,2025-03-09 02:19:50,1,215.42,210.33,213.5,368.7,367.04,371.45,18.25,14.7,20.18,3022.03,96.9,92.3,86.87,471.71,9041747,accumActiveEnergy decreased,-3032.0
1(PM-3),2025-03-09 10:19:55,2025-03-09 02:19:55,1,216.26,212.82,211.23,371.59,367.23,370.21,7.9,15.51,9.89,1892.84,97.66,88.4,92.15,505.63,9041749,accumActiveEnergy decreased,-3033.0
